#Chr,Start,End,Direct,Length,Sample,Type,Share_depth,Share_start,Share_end
5,21013859,21013982,col_hete,124,Sample_c89,20-2000bp,18,21013859,21015295
5,21014165,21014256,col_hete,92,Sample_c89,20-2000bp,11,21013859,21015295
5,21014347,21015295,col_hete,949,Sample_c89,20-2000bp,19,21013890,21015295
1,1425813,1426358,col_hete,546,Sample_c90,20-2000bp,6,1425645,1426358
1,2415504,2415952,col_hete,449,Sample_c90,20-2000bp,3,2415504,2415952
1,3729164,3729479,col_hete,316,Sample_c90,20-2000bp,7,3728653,3730139
1,3729743,3730139,col_hete,397,Sample_c90,20-2000bp,8,3728653,3730139
1,4330187,4331651,col_hete,1465,Sample_c90,20-2000bp,6,4330187,4334114
1,5044354,5044514,col_hete,161,Sample_c90,20-2000bp,5,5044354,5044923
1,5044923,5045263,col_hete,341,Sample_c90,20-2000bp,5,5044923,5045263
1,6539377,6540310,col_hete,934,Sample_c90,20-2000bp,9,6539377,6540310
1,10598771,10599036,col_hete,266,Sample_c90,20-2000bp,5,10598771,10599435
1,10808158,10808191,col_hete,34,Sample_c90,20-2000bp,1,10808158,10808191
1,11028358,11028776,col_hete,419,Sample_c90,20-2000bp,10,11028358,11028776
1,11523863,11523954,col_hete,92,Sample_c90,20-2000bp,9,11523863,11523954
1,11617536,11617708,col_hete,173,Sample_c90,20-2000bp,4,11617536,11617708
1,12140479,12142282,col_hete,1804,Sample_c90,20-2000bp,13,12140479,12142282
1,12414411,12415390,col_hete,980,Sample_c90,20-2000bp,6,12414411,12415390
1,12619674,12620204,col_hete,531,Sample_c90,20-2000bp,8,12619674,12620204
1,12761280,12761499,col_hete,220,Sample_c90,20-2000bp,5,12761280,12761499
1,12960110,12960549,col_hete,440,Sample_c90,20-2000bp,14,12960110,12960549
1,13037739,13037841,col_hete,103,Sample_c90,20-2000bp,5,13037739,13037841
1,13218641,13218831,col_hete,191,Sample_c90,20-2000bp,4,13218641,13219210
1,13347565,13349412,col_hete,1848,Sample_c90,20-2000bp,6,13347565,13349412
1,13349893,13350317,col_hete,425,Sample_c90,20-2000bp,6,13349893,13350317
1,13353325,13353765,col_hete,441,Sample_c90,20-2000bp,6,13352563,13353765
1,13477492,13477583,col_hete,92,Sample_c90,20-2000bp,4,13477492,13477583
1,13832436,13834177,col_hete,1742,Sample_c90,20-2000bp,5,13832436,13834177
1,13914113,13914533,col_hete,421,Sample_c90,20-2000bp,5,13914113,13914533
1,14094722,14094822,col_hete,101,Sample_c90,20-2000bp,5,14094722,14094822
1,15582642,15582970,col_hete,329,Sample_c90,20-2000bp,4,15582642,15582970
1,15583180,15583785,col_hete,606,Sample_c90,20-2000bp,5,15583180,15583785
1,15913843,15913893,col_hete,51,Sample_c90,20-2000bp,5,15913843,15913893
1,16021202,16021269,col_hete,68,Sample_c90,20-2000bp,1,16021202,16021269
1,16070386,16072192,col_hete,1807,Sample_c90,20-2000bp,5,16070386,16072192
1,16349741,16349806,col_hete,66,Sample_c90,20-2000bp,1,16349741,16349806
1,16393363,16393401,col_hete,39,Sample_c90,20-2000bp,1,16393363,16393401
1,16394838,16396065,col_hete,1228,Sample_c90,20-2000bp,13,16394838,16396065
1,16675486,16675554,col_hete,69,Sample_c90,20-2000bp,6,16675486,16676198
1,16675632,16676198,col_hete,567,Sample_c90,20-2000bp,8,16675486,16676198
1,16757677,16757769,col_hete,93,Sample_c90,20-2000bp,9,16757292,16757769
1,17256854,17257613,col_hete,760,Sample_c90,20-2000bp,8,17256854,17257613
1,17313092,17314063,col_hete,972,Sample_c90,20-2000bp,13,17313092,17317452
1,17534621,17534857,col_hete,237,Sample_c90,20-2000bp,9,17529258,17535092
2,113118,113155,ler_hete,38,Sample_c90,20-2000bp,1,113118,113155
2,239549,240400,ler_hete,852,Sample_c90,20-2000bp,1,239549,240400
2,268216,268255,ler_hete,40,Sample_c90,20-2000bp,1,268216,268255
2,705777,705808,ler_hete,32,Sample_c90,20-2000bp,1,705777,705808
2,816519,816918,ler_hete,400,Sample_c90,20-2000bp,4,816519,816918
2,875180,875238,ler_hete,59,Sample_c90,20-2000bp,1,875180,875238
2,906196,906230,ler_hete,35,Sample_c90,20-2000bp,1,906196,906230
2,940500,941205,ler_hete,706,Sample_c90,20-2000bp,3,940500,941205
2,1078866,1079011,ler_hete,146,Sample_c90,20-2000bp,2,1078866,1079011
2,1260482,1260854,ler_hete,373,Sample_c90,20-2000bp,5,1260482,1260854
2,1280049,1280114,ler_hete,66,Sample_c90,20-2000bp,1,1280049,1280114
2,1433294,1433713,ler_hete,420,Sample_c90,20-2000bp,1,1433294,1433713
3,1848997,1849258,col_hete,262,Sample_c90,20-2000bp,7,1848997,1849258
3,4494286,4494307,col_hete,22,Sample_c90,20-2000bp,2,4494286,4494307
3,7286893,7286949,col_hete,57,Sample_c90,20-2000bp,3,7286780,7286949
3,8584970,8585009,col_hete,40,Sample_c90,20-2000bp,9,8584970,8585009
3,9614004,9614087,col_hete,84,Sample_c90,20-2000bp,3,9614004,9614087
3,9618725,9618973,col_hete,249,Sample_c90,20-2000bp,4,9618725,9618973
3,14534256,14534365,col_hete,110,Sample_c90,20-2000bp,5,14534256,14534383
4,74214,75335,ler_hete,1122,Sample_c90,20-2000bp,10,74214,75335
4,193067,193462,ler_hete,396,Sample_c90,20-2000bp,1,193067,193462
4,228482,228563,ler_hete,82,Sample_c90,20-2000bp,1,228482,228563
4,522326,522379,ler_hete,54,Sample_c90,20-2000bp,1,522326,522379
4,636687,637014,ler_hete,328,Sample_c90,20-2000bp,9,636687,637014
4,672721,672740,ler_hete,20,Sample_c90,20-2000bp,6,672721,672740
4,902981,903031,ler_hete,51,Sample_c90,20-2000bp,1,902981,903031
4,1055303,1055333,ler_hete,31,Sample_c90,20-2000bp,1,1055303,1055333
4,1277155,1277329,ler_hete,175,Sample_c90,20-2000bp,12,1277155,1277329
4,1289137,1289498,ler_hete,362,Sample_c90,20-2000bp,10,1289137,1289536
4,1387630,1387686,ler_hete,57,Sample_c90,20-2000bp,1,1387630,1387686
4,1649940,1649994,ler_hete,55,Sample_c90,20-2000bp,1,1649940,1649994
4,1883742,1883962,ler_hete,221,Sample_c90,20-2000bp,1,1883742,1883962
4,1972512,1972545,ler_hete,34,Sample_c90,20-2000bp,1,1972512,1972545
4,2026034,2026090,ler_hete,57,Sample_c90,20-2000bp,1,2026034,2026090
4,2050789,2050808,ler_hete,20,Sample_c90,20-2000bp,7,2050665,2050808
4,2060459,2060495,ler_hete,37,Sample_c90,20-2000bp,1,2060459,2060495
4,2177521,2178003,ler_hete,483,Sample_c90,20-2000bp,11,2177521,2178003
4,2388351,2388375,ler_hete,25,Sample_c90,20-2000bp,2,2388351,2388375
4,2388712,2388775,ler_hete,64,Sample_c90,20-2000bp,1,2388712,2388775
4,2401561,2401940,ler_hete,380,Sample_c90,20-2000bp,1,2401561,2401940
4,2410896,2410950,ler_hete,55,Sample_c90,20-2000bp,3,2410896,2410950
4,3111557,3111942,ler_hete,386,Sample_c90,20-2000bp,1,3111557,3111942
4,3451990,3452227,ler_hete,238,Sample_c90,20-2000bp,6,3451990,3452484
4,3500206,3500250,ler_hete,45,Sample_c90,20-2000bp,1,3500206,3500250
4,3862066,3862151,ler_hete,86,Sample_c90,20-2000bp,6,3862066,3862151
4,3949621,3949952,col_ler,332,Sample_c90,20-2000bp,3,3949621,3961766
4,4022353,4022520,ler_hete,168,Sample_c90,20-2000bp,7,4022353,4022520
4,4093308,4093401,ler_hete,94,Sample_c90,20-2000bp,6,4093308,4093401
4,4293151,4293220,ler_hete,70,Sample_c90,20-2000bp,1,4293151,4293220
4,4608206,4608281,ler_hete,76,Sample_c90,20-2000bp,1,4608206,4608281
4,4643791,4643980,ler_hete,190,Sample_c90,20-2000bp,2,4643791,4643980
4,4665135,4665204,ler_hete,70,Sample_c90,20-2000bp,6,4649092,4665204
4,4672680,4674242,ler_hete,1563,Sample_c90,20-2000bp,7,4672680,4674242
4,4872156,4872191,ler_hete,36,Sample_c90,20-2000bp,1,4872156,4872191
4,5146161,5146532,ler_hete,372,Sample_c90,20-2000bp,4,5146161,5146532
4,5149496,5150095,ler_hete,600,Sample_c90,20-2000bp,2,5149496,5150095
4,5260617,5260691,ler_hete,75,Sample_c90,20-2000bp,1,5260617,5260691
4,5264670,5264704,ler_hete,35,Sample_c90,20-2000bp,1,5264670,5264704
4,5295134,5295688,ler_hete,555,Sample_c90,20-2000bp,1,5295134,5295688
4,5537510,5537780,ler_hete,271,Sample_c90,20-2000bp,4,5537510,5537780
4,5674226,5674640,ler_hete,415,Sample_c90,20-2000bp,2,5674226,5674640
4,5773652,5773743,ler_hete,92,Sample_c90,20-2000bp,1,5773652,5773743
4,5977609,5977749,ler_hete,141,Sample_c90,20-2000bp,1,5977609,5977749
4,6031360,6031412,ler_hete,53,Sample_c90,20-2000bp,1,6031360,6031412
4,6066676,6067008,ler_hete,333,Sample_c90,20-2000bp,5,6066676,6067008
4,6238928,6239589,ler_hete,662,Sample_c90,20-2000bp,3,6238928,6239589
4,6412822,6412903,ler_hete,82,Sample_c90,20-2000bp,1,6412822,6412903
4,6803947,6803995,ler_hete,49,Sample_c90,20-2000bp,1,6803947,6803995
4,6833400,6833563,ler_hete,164,Sample_c90,20-2000bp,1,6833400,6833563
4,7100715,7100735,ler_hete,21,Sample_c90,20-2000bp,1,7100715,7100735
4,7102802,7102866,ler_hete,65,Sample_c90,20-2000bp,1,7102802,7102866
4,7349410,7349841,ler_hete,432,Sample_c90,20-2000bp,4,7349194,7349841
4,7352713,7353221,ler_hete,509,Sample_c90,20-2000bp,9,7352713,7353221
4,7408149,7408255,ler_hete,107,Sample_c90,20-2000bp,5,7408149,7414706
4,7418120,7418901,ler_hete,782,Sample_c90,20-2000bp,6,7418120,7418901
4,7710626,7711737,ler_hete,1112,Sample_c90,20-2000bp,2,7710626,7711737
4,7814712,7814738,ler_hete,27,Sample_c90,20-2000bp,5,7814712,7814738
4,7828364,7828452,ler_hete,89,Sample_c90,20-2000bp,4,7827972,7828499
4,7952816,7952983,ler_hete,168,Sample_c90,20-2000bp,8,7952816,7952983
4,8006213,8006952,ler_hete,740,Sample_c90,20-2000bp,8,8006213,8006952
4,8569555,8569757,ler_hete,203,Sample_c90,20-2000bp,8,8569555,8570007
4,8651179,8651206,ler_hete,28,Sample_c90,20-2000bp,1,8651179,8651206
4,8707606,8707649,ler_hete,44,Sample_c90,20-2000bp,1,8707606,8707649
4,8786655,8786994,ler_hete,340,Sample_c90,20-2000bp,1,8786655,8786994
4,9402203,9402527,ler_hete,325,Sample_c90,20-2000bp,3,9402203,9402527
4,10106324,10107093,ler_hete,770,Sample_c90,20-2000bp,1,10106324,10107093
4,10115232,10115259,ler_hete,28,Sample_c90,20-2000bp,1,10115232,10115259
4,10368558,10369354,ler_hete,797,Sample_c90,20-2000bp,1,10368558,10369354
4,10425291,10425356,ler_hete,66,Sample_c90,20-2000bp,1,10425291,10425356
4,10460391,10460427,ler_hete,37,Sample_c90,20-2000bp,1,10460391,10460427
4,10503374,10503972,ler_hete,599,Sample_c90,20-2000bp,1,10503374,10503972
4,11221282,11222041,ler_hete,760,Sample_c90,20-2000bp,1,11221282,11222041
4,11374839,11374879,ler_hete,41,Sample_c90,20-2000bp,8,11374495,11374879
4,11777750,11777822,ler_hete,73,Sample_c90,20-2000bp,5,11777750,11777822
4,11779818,11781023,ler_hete,1206,Sample_c90,20-2000bp,1,11779818,11781023
4,11846984,11848982,ler_hete,1999,Sample_c90,20-2000bp,3,11846984,11848982
4,11860832,11861197,ler_hete,366,Sample_c90,20-2000bp,2,11860832,11861197
4,12215302,12215329,ler_hete,28,Sample_c90,20-2000bp,1,12215302,12215329
4,12867204,12867407,ler_hete,204,Sample_c90,20-2000bp,1,12867204,12867407
4,13143648,13144473,ler_hete,826,Sample_c90,20-2000bp,1,13143648,13144473
4,13161956,13162502,ler_hete,547,Sample_c90,20-2000bp,3,13161956,13162502
4,13253305,13253997,ler_hete,693,Sample_c90,20-2000bp,7,13253305,13253997
4,13940750,13940866,ler_hete,117,Sample_c90,20-2000bp,6,13940750,13940866
4,14008440,14010253,ler_hete,1814,Sample_c90,20-2000bp,2,14008440,14010253
4,14187330,14187410,ler_hete,81,Sample_c90,20-2000bp,1,14187330,14187410
4,14661759,14661793,ler_hete,35,Sample_c90,20-2000bp,1,14661759,14661793
4,14861925,14862283,ler_hete,359,Sample_c90,20-2000bp,1,14861925,14862283
4,15097531,15097587,ler_hete,57,Sample_c90,20-2000bp,1,15097531,15097587
4,15668210,15668306,ler_hete,97,Sample_c90,20-2000bp,2,15668210,15668306
4,15931952,15932128,ler_hete,177,Sample_c90,20-2000bp,2,15931952,15932128
4,15936096,15936165,ler_hete,70,Sample_c90,20-2000bp,3,15936096,15936165
4,16023864,16025351,ler_hete,1488,Sample_c90,20-2000bp,1,16023864,16025351
4,16377904,16377940,ler_hete,37,Sample_c90,20-2000bp,5,16377850,16377940
4,16427441,16428075,ler_hete,635,Sample_c90,20-2000bp,1,16427441,16428075
4,16533907,16534317,ler_hete,411,Sample_c90,20-2000bp,1,16533907,16534317
4,16566702,16567563,ler_hete,862,Sample_c90,20-2000bp,3,16566702,16567563
4,16581399,16581522,ler_hete,124,Sample_c90,20-2000bp,2,16581399,16581589
4,16585009,16585082,ler_hete,74,Sample_c90,20-2000bp,3,16585009,16585082
4,16595010,16595423,ler_hete,414,Sample_c90,20-2000bp,4,16594343,16595423
4,16896397,16897044,ler_hete,648,Sample_c90,20-2000bp,6,16896397,16897044
4,17028200,17028236,ler_hete,37,Sample_c90,20-2000bp,1,17028200,17028236
4,17218094,17218120,ler_hete,27,Sample_c90,20-2000bp,4,17218094,17218120
4,17397617,17397894,ler_hete,278,Sample_c90,20-2000bp,5,17397617,17397894
4,17764318,17764474,ler_hete,157,Sample_c90,20-2000bp,7,17764318,17764474
4,17789321,17789370,ler_hete,50,Sample_c90,20-2000bp,1,17789321,17789370
4,18061387,18062143,ler_hete,757,Sample_c90,20-2000bp,1,18061387,18062143
4,18080024,18080050,ler_hete,27,Sample_c90,20-2000bp,5,18080024,18080050
4,18096600,18096675,ler_hete,76,Sample_c90,20-2000bp,3,18096600,18096675
4,18118049,18118306,ler_hete,258,Sample_c90,20-2000bp,1,18118049,18118306
4,18179988,18180160,ler_hete,173,Sample_c90,20-2000bp,3,18179988,18180160
4,18184172,18184917,ler_hete,746,Sample_c90,20-2000bp,4,18184172,18184917
5,11365758,11365841,col_hete,84,Sample_c90,20-2000bp,12,11365758,11365841
5,11370352,11370875,col_hete,524,Sample_c90,20-2000bp,9,11368180,11370875
5,11391102,11391512,col_hete,411,Sample_c90,20-2000bp,4,11391102,11391512
5,11457857,11458032,col_hete,176,Sample_c90,20-2000bp,3,11457857,11458177
5,11463012,11463215,col_hete,204,Sample_c90,20-2000bp,4,11463012,11463215
5,11550111,11551522,col_hete,1412,Sample_c90,20-2000bp,6,11550111,11551522
5,12567350,12567642,col_hete,293,Sample_c90,20-2000bp,3,12567350,12567642
5,13059520,13059774,col_hete,255,Sample_c90,20-2000bp,2,13059520,13059774
5,13079520,13079710,col_hete,191,Sample_c90,20-2000bp,4,13078926,13079710
5,13089275,13089971,col_hete,697,Sample_c90,20-2000bp,6,13089275,13089971
5,13639217,13639268,col_hete,52,Sample_c90,20-2000bp,6,13639217,13639268
5,13890474,13890549,col_hete,76,Sample_c90,20-2000bp,1,13890474,13890549
5,13982242,13982413,col_hete,172,Sample_c90,20-2000bp,7,13982242,13982413
5,14268619,14268892,col_hete,274,Sample_c90,20-2000bp,11,14268619,14272099
5,14269015,14269077,col_hete,63,Sample_c90,20-2000bp,10,14268619,14272099
5,14269534,14269557,col_hete,24,Sample_c90,20-2000bp,9,14268619,14272099
5,14557805,14559131,col_hete,1327,Sample_c90,20-2000bp,11,14557707,14559695
5,14559264,14559566,col_hete,303,Sample_c90,20-2000bp,11,14557707,14559695
5,14971554,14971895,col_hete,342,Sample_c90,20-2000bp,6,14971554,14971895
5,15001586,15003211,col_hete,1626,Sample_c90,20-2000bp,2,15001586,15003211
5,15127759,15127811,col_hete,53,Sample_c90,20-2000bp,10,15127573,15127811
5,15359371,15360696,col_hete,1326,Sample_c90,20-2000bp,7,15353780,15360696
5,15517240,15518119,col_hete,880,Sample_c90,20-2000bp,5,15517240,15518755
5,15582258,15582401,col_hete,144,Sample_c90,20-2000bp,13,15582258,15582469
5,17034002,17034353,col_hete,352,Sample_c90,20-2000bp,9,17034002,17034353
5,17087399,17087480,col_hete,82,Sample_c90,20-2000bp,3,17087368,17087480
5,18387290,18387827,col_hete,538,Sample_c90,20-2000bp,13,18387290,18387827
5,18669048,18669931,col_hete,884,Sample_c90,20-2000bp,16,18668720,18669961
5,19417275,19417297,col_hete,23,Sample_c90,20-2000bp,7,19417275,19417297
5,20519797,20519983,col_hete,187,Sample_c90,20-2000bp,8,20519797,20519983
5,21013859,21013904,col_hete,46,Sample_c90,20-2000bp,15,21013859,21014256
5,21013956,21014256,col_hete,301,Sample_c90,20-2000bp,12,21013859,21015295
5,21014506,21015295,col_hete,790,Sample_c90,20-2000bp,19,21013890,21015295
1,707352,708271,ler_hete,920,Sample_c91,20-2000bp,1,707352,708271
1,711867,711956,ler_hete,90,Sample_c91,20-2000bp,2,711867,711956
1,781301,781838,ler_hete,538,Sample_c91,20-2000bp,2,781301,781838
1,1441175,1441245,ler_hete,71,Sample_c91,20-2000bp,1,1441175,1441245
1,1553095,1553130,ler_hete,36,Sample_c91,20-2000bp,6,1553095,1553130
1,1598178,1598227,ler_hete,50,Sample_c91,20-2000bp,1,1598178,1598227
1,1678359,1679222,ler_hete,864,Sample_c91,20-2000bp,2,1678359,1679222
1,2156210,2157741,ler_hete,1532,Sample_c91,20-2000bp,1,2156210,2157741
1,2419596,2420847,ler_hete,1252,Sample_c91,20-2000bp,3,2419596,2420847
1,2622605,2623509,ler_hete,905,Sample_c91,20-2000bp,7,2622605,2623509
1,2694098,2694303,ler_hete,206,Sample_c91,20-2000bp,1,2694098,2694303
1,3176819,3177402,ler_hete,584,Sample_c91,20-2000bp,3,3176817,3177402
1,3214633,3214697,ler_hete,65,Sample_c91,20-2000bp,1,3214633,3214697
1,3256113,3256475,ler_hete,363,Sample_c91,20-2000bp,3,3256113,3256475
1,3317914,3317962,ler_hete,49,Sample_c91,20-2000bp,1,3317914,3317962
1,3319308,3319589,ler_hete,282,Sample_c91,20-2000bp,4,3319308,3319589
1,4360430,4360484,ler_hete,55,Sample_c91,20-2000bp,1,4360430,4360484
1,4398500,4398559,ler_hete,60,Sample_c91,20-2000bp,6,4398500,4398559
1,4470639,4470666,ler_hete,28,Sample_c91,20-2000bp,1,4470639,4470666
1,4599284,4599499,ler_hete,216,Sample_c91,20-2000bp,2,4599284,4599499
1,4788491,4788514,ler_hete,24,Sample_c91,20-2000bp,1,4788491,4788514
1,4885286,4885683,ler_hete,398,Sample_c91,20-2000bp,1,4885286,4885683
1,5137972,5137993,ler_hete,22,Sample_c91,20-2000bp,3,5137972,5137993
1,5148815,5149426,ler_hete,612,Sample_c91,20-2000bp,7,5148815,5149426
1,5289470,5290674,ler_hete,1205,Sample_c91,20-2000bp,4,5289470,5290674
1,5429877,5431286,ler_hete,1410,Sample_c91,20-2000bp,7,5429877,5431286
1,5465866,5467207,ler_hete,1342,Sample_c91,20-2000bp,1,5465866,5467207
1,5732085,5732150,ler_hete,66,Sample_c91,20-2000bp,8,5732085,5732150
1,5871927,5872537,ler_hete,611,Sample_c91,20-2000bp,1,5871927,5872537
1,6247499,6247757,ler_hete,259,Sample_c91,20-2000bp,7,6247499,6247757
1,6460452,6460563,ler_hete,112,Sample_c91,20-2000bp,5,6460452,6460563
1,6512154,6512194,ler_hete,41,Sample_c91,20-2000bp,1,6512154,6512194
1,6539377,6540310,ler_hete,934,Sample_c91,20-2000bp,9,6539377,6540310
1,6575522,6575667,ler_hete,146,Sample_c91,20-2000bp,1,6575522,6575667
1,6673530,6674604,ler_hete,1075,Sample_c91,20-2000bp,1,6673530,6674604
1,6837803,6838052,ler_hete,250,Sample_c91,20-2000bp,1,6837803,6838052
1,6895875,6897344,ler_hete,1470,Sample_c91,20-2000bp,1,6895875,6897344
1,7005545,7005574,ler_hete,30,Sample_c91,20-2000bp,1,7005545,7005574
1,7007752,7007793,ler_hete,42,Sample_c91,20-2000bp,3,7007729,7007794
1,7138474,7138643,ler_hete,170,Sample_c91,20-2000bp,3,7138474,7138643
1,7278457,7278787,ler_hete,331,Sample_c91,20-2000bp,1,7278457,7278787
1,7337671,7337796,ler_hete,126,Sample_c91,20-2000bp,8,7337671,7337796
1,7619798,7620014,ler_hete,217,Sample_c91,20-2000bp,8,7619798,7620014
1,7701127,7701446,ler_hete,320,Sample_c91,20-2000bp,1,7701127,7701446
1,7789450,7789484,ler_hete,35,Sample_c91,20-2000bp,2,7789450,7789484
1,7800293,7800373,ler_hete,81,Sample_c91,20-2000bp,4,7800293,7800373
1,7851281,7851349,ler_hete,69,Sample_c91,20-2000bp,1,7851281,7851349
1,7917690,7918217,ler_hete,528,Sample_c91,20-2000bp,1,7917690,7918217
1,8055376,8055607,ler_hete,232,Sample_c91,20-2000bp,3,8055376,8055607
1,8175021,8175099,ler_hete,79,Sample_c91,20-2000bp,10,8174945,8175099
1,20783779,20783937,ler_hete,159,Sample_c91,20-2000bp,1,20783779,20783937
1,20909643,20909703,ler_hete,61,Sample_c91,20-2000bp,1,20909643,20909703
1,20956165,20956404,ler_hete,240,Sample_c91,20-2000bp,7,20956165,20956763
1,21159188,21159237,ler_hete,50,Sample_c91,20-2000bp,1,21159188,21159237
1,21217321,21217451,ler_hete,131,Sample_c91,20-2000bp,1,21217321,21217451
1,21402694,21403169,ler_hete,476,Sample_c91,20-2000bp,6,21402694,21403169
1,21729078,21729148,ler_hete,71,Sample_c91,20-2000bp,1,21729078,21729148
1,21732532,21732814,ler_hete,283,Sample_c91,20-2000bp,1,21732532,21732814
1,21934824,21935211,ler_hete,388,Sample_c91,20-2000bp,1,21934824,21935211
1,21974746,21975159,ler_hete,414,Sample_c91,20-2000bp,1,21974746,21975159
1,22066818,22067098,ler_hete,281,Sample_c91,20-2000bp,1,22066818,22067098
1,22319258,22319445,ler_hete,188,Sample_c91,20-2000bp,2,22319258,22319445
1,22520657,22520738,ler_hete,82,Sample_c91,20-2000bp,1,22520657,22520738
1,22758025,22758275,ler_hete,251,Sample_c91,20-2000bp,3,22758025,22758275
1,22872549,22873111,ler_hete,563,Sample_c91,20-2000bp,3,22872549,22873111
1,22935300,22935321,ler_hete,22,Sample_c91,20-2000bp,1,22935300,22935321
1,22960299,22960452,ler_hete,154,Sample_c91,20-2000bp,1,22960299,22960452
1,23162016,23162093,ler_hete,78,Sample_c91,20-2000bp,1,23162016,23162093
1,23365268,23365310,ler_hete,43,Sample_c91,20-2000bp,1,23365268,23365310
1,23595485,23595579,ler_hete,95,Sample_c91,20-2000bp,2,23595485,23595579
1,23678561,23678593,ler_hete,33,Sample_c91,20-2000bp,1,23678561,23678593
1,23761403,23761446,ler_hete,44,Sample_c91,20-2000bp,1,23761403,23761446
1,23833029,23833082,ler_hete,54,Sample_c91,20-2000bp,1,23833029,23833082
1,24034722,24034751,ler_hete,30,Sample_c91,20-2000bp,1,24034722,24034751
1,24126679,24128195,ler_hete,1517,Sample_c91,20-2000bp,1,24126679,24128195
1,24217246,24217521,ler_hete,276,Sample_c91,20-2000bp,4,24217246,24217521
1,24256113,24256808,ler_hete,696,Sample_c91,20-2000bp,2,24256113,24256808
1,24329905,24329980,ler_hete,76,Sample_c91,20-2000bp,1,24329905,24329980
1,24356763,24356803,ler_hete,41,Sample_c91,20-2000bp,1,24356763,24356803
1,24385080,24385198,ler_hete,119,Sample_c91,20-2000bp,1,24385080,24385198
1,24473090,24473151,ler_hete,62,Sample_c91,20-2000bp,2,24473090,24473151
1,24670230,24670309,ler_hete,80,Sample_c91,20-2000bp,1,24670230,24670309
1,24675818,24675953,ler_hete,136,Sample_c91,20-2000bp,1,24675818,24675953
1,24707038,24707156,ler_hete,119,Sample_c91,20-2000bp,1,24707038,24707156
1,25096501,25096872,ler_hete,372,Sample_c91,20-2000bp,4,25096501,25096872
1,25333063,25333652,ler_hete,590,Sample_c91,20-2000bp,3,25333063,25333652
1,25358978,25359328,ler_hete,351,Sample_c91,20-2000bp,1,25358978,25359328
1,25467530,25467562,ler_hete,33,Sample_c91,20-2000bp,2,25467530,25467562
1,25552236,25553736,ler_hete,1501,Sample_c91,20-2000bp,4,25552236,25553736
1,26059670,26060115,ler_hete,446,Sample_c91,20-2000bp,1,26059670,26060115
1,26154485,26154567,ler_hete,83,Sample_c91,20-2000bp,1,26154485,26154567
1,26154871,26154909,ler_hete,39,Sample_c91,20-2000bp,1,26154871,26154909
1,26258417,26258459,ler_hete,43,Sample_c91,20-2000bp,1,26258417,26258459
1,26281978,26282051,ler_hete,74,Sample_c91,20-2000bp,3,26281978,26282051
1,26338218,26338968,ler_hete,751,Sample_c91,20-2000bp,4,26338218,26338968
1,26488044,26488070,ler_hete,27,Sample_c91,20-2000bp,1,26488044,26488070
1,26543259,26543678,ler_hete,420,Sample_c91,20-2000bp,1,26543259,26543678
1,26944521,26944555,ler_hete,35,Sample_c91,20-2000bp,1,26944521,26944555
1,27009500,27009553,ler_hete,54,Sample_c91,20-2000bp,1,27009500,27009553
1,27161287,27162080,ler_hete,794,Sample_c91,20-2000bp,3,27161287,27162080
1,27240487,27240737,ler_hete,251,Sample_c91,20-2000bp,1,27240487,27240737
1,28012120,28012207,ler_hete,88,Sample_c91,20-2000bp,5,28012120,28012207
1,28151683,28151760,ler_hete,78,Sample_c91,20-2000bp,3,28151683,28151760
1,28272953,28273143,ler_hete,191,Sample_c91,20-2000bp,1,28272953,28273143
1,28296426,28296864,ler_hete,439,Sample_c91,20-2000bp,5,28296426,28296864
1,28902177,28902334,ler_hete,158,Sample_c91,20-2000bp,4,28902177,28902334
1,28954141,28954477,ler_hete,337,Sample_c91,20-2000bp,2,28954129,28954477
1,29147914,29148053,ler_hete,140,Sample_c91,20-2000bp,6,29147914,29148175
1,29220129,29220421,ler_hete,293,Sample_c91,20-2000bp,1,29220129,29220421
1,29243124,29243163,ler_hete,40,Sample_c91,20-2000bp,7,29243124,29243163
2,2347819,2347933,ler_hete,115,Sample_c91,20-2000bp,4,2347819,2347933
2,2475226,2475496,ler_hete,271,Sample_c91,20-2000bp,1,2475226,2475496
2,2529769,2529798,ler_hete,30,Sample_c91,20-2000bp,1,2529769,2529798
2,2617642,2617684,ler_hete,43,Sample_c91,20-2000bp,1,2617642,2617684
2,2618195,2618217,ler_hete,23,Sample_c91,20-2000bp,1,2618195,2618217
2,2618433,2618461,ler_hete,29,Sample_c91,20-2000bp,1,2618433,2618461
2,2620947,2621007,ler_hete,61,Sample_c91,20-2000bp,1,2620947,2621007
2,2621180,2621662,ler_hete,483,Sample_c91,20-2000bp,1,2621180,2621662
2,2922270,2922386,ler_hete,117,Sample_c91,20-2000bp,4,2921834,2922386
2,3138085,3138141,ler_hete,57,Sample_c91,20-2000bp,1,3138085,3138141
2,3593230,3594291,ler_hete,1062,Sample_c91,20-2000bp,2,3593230,3594291
2,3748572,3748606,ler_hete,35,Sample_c91,20-2000bp,1,3748572,3748606
2,3919012,3919103,ler_hete,92,Sample_c91,20-2000bp,1,3919012,3919103
2,3922642,3922672,ler_hete,31,Sample_c91,20-2000bp,1,3922642,3922672
2,4085969,4087353,ler_hete,1385,Sample_c91,20-2000bp,2,4085969,4087353
2,4265958,4266307,ler_hete,350,Sample_c91,20-2000bp,3,4265958,4266307
2,4267960,4268783,ler_hete,824,Sample_c91,20-2000bp,1,4267960,4268783
