chr	first	last	size	tetrad	spores	type
chr04	196667.5	199064.5	2398	wt_45	c,b	X
chr04	285119	287496	2378	wt_45	c	C
chr04	366248	367058.5	811.5	wt_45	d,a	X
chr04	549000.5	549000.5	NA	wt_45	a,d	X
chr04	727960.5	728651.5	692	wt_45	d,b	X
chr04	1086152	1086152	NA	wt_45	c,d	X
chr04	1273712.75	1274240.75	529	wt_45	c	C
chr04	1323570	1324458	889	wt_45	a,d	M
chr04	1388215	1389894	1680	wt_45	a,d	X
chr05	41285	42724.5	1440.5	wt_45	d,c	X
chr05	100960	101919.5	960.5	wt_45	b,a	X
chr05	197453	199702.5	2250.5	wt_45	a,b	X
chr05	335468.5	336795	1327.5	wt_45	a,b	X
chr05	420440	422919	2480	wt_45	d,a	X
chr05	481353	484875.5	3523.5	wt_45	a,d	M
chr05	524041	528599	4559	wt_45	b	C
chr06	36060.5	37328	1268.5	wt_45	c,a	X
chr06	77560	77560	NA	wt_45	a,d	X
chr06	201621.5	203343	1722.5	wt_45	c,d	X
chr06	252200.5	252200.5	NA	wt_45	c,d	X
chr07	38405.5	43948.5	5544	wt_45	c,b	X
chr07	123695	124611	917	wt_45	c,b	X
chr07	196099.5	200128.5	4030	wt_45	d,b	X
chr07	457511.5	458362	851.5	wt_45	c,d	X
chr07	607245.5	607245.5	NA	wt_45	c,d	X
chr07	624312.5	626017	1705.5	wt_45	d,b	X
chr07	641257.5	641885.5	629	wt_45	d,b	X
chr07	676682.5	677690.5	1009	wt_45	a	C
chr07	778543	780304.5	1762.5	wt_45	b,a	M
chr07	831530	831530	NA	wt_45	b,c	X
chr07	884024.5	884703.5	680	wt_45	a,c	X
chr07	993372.5	997933.5	4562	wt_45	d	C
chr07	1003749.5	1004350.5	602	wt_45	a,c	X
chr08	32325.25	34855	2530.75	wt_45	d,b	X
chr08	65920	65920	NA	wt_45	a,b	X
chr08	153611.5	158226	4615.5	wt_45	d	C
chr08	153611.5	161870.5	8260	wt_45	c,b	X
chr08	255791	255791	NA	wt_45	a,c	X
chr08	331357.5	334675	3318.5	wt_45	b	C
chr08	400572	401251.5	680.5	wt_45	c	C
chr08	422118.5	423599.75	1482.25	wt_45	d	C
chr08	477892.25	477892.25	NA	wt_45	b,d	X
chr09	53982	54865.5	884.5	wt_45	a,d	X
chr09	177442	181472	4031	wt_45	d,a	X
chr09	240350.5	241679.5	1330	wt_45	b,a	X
chr09	287584.5	290169.5	2586	wt_45	b,a	X
chr09	377711	381121	3411	wt_45	c,b	X
chr09	395222	395365	144	wt_45	c,a	X
chr10	36480	36480	NA	wt_45	b,d	X
chr10	236281.5	237883.5	1603	wt_45	c,d	X
chr10	372360.5	382528.5	10169	wt_45	c,d	X
chr10	392456.5	393191.5	736	wt_45	c,d	X
chr10	466039.5	467375	1336.5	wt_45	a	C
chr10	495790.5	498647.5	2858	wt_45	c,b	X
chr11	30343.5	32714.5	2372	wt_45	a	C
chr11	66996	69751	2756	wt_45	a,b	M
chr11	93834	93931	98	wt_45	a	C
chr11	219303.5	219621.75	319.25	wt_45	c	C
chr11	220129	220318	190	wt_45	a	C
chr11	331532	331932.5	401.5	wt_45	d,b	X
chr11	367653.5	370215.5	2563	wt_45	b,c	X
chr11	528735.5	529363.5	629	wt_45	b	C
chr11	577246.5	578412	1166.5	wt_45	a,b	X
chr12	65368.5	65629	261.5	wt_45	b	C
chr12	102107	102541.5	435.5	wt_45	a,b	X
chr12	131175	131483	309	wt_45	c	C
chr12	253076	253076	NA	wt_45	b,c	X
chr12	279313	284433	5121	wt_45	b,c	X
chr12	327440.5	329608.5	2169	wt_45	c,d	X
chr12	375165	375165	NA	wt_45	a,c	X
chr12	414793	416647	1855	wt_45	a,d	X
chr12	434282.5	438817.75	4536.25	wt_45	c,b	X
chr12	564883.5	568273	3390.5	wt_45	b	C
chr12	781235.5	782521.5	1287	wt_45	d	C
chr12	826897.5	826897.5	NA	wt_45	a,d	X
chr12	922931	923409	479	wt_45	c,d	X
chr13	37609.5	38707	1098.5	wt_45	c,a	X
chr13	162571	163770	1200	wt_45	c,d	X
chr13	304261.5	307610	3349.5	wt_45	a,b	M
chr13	345593	348795	3203	wt_45	b	C
chr13	387983.5	389151.5	1169	wt_45	a	C
chr13	388771	389640.5	870.5	wt_45	b,d	X
chr13	475064.5	478361.5	3298	wt_45	b,d	M
chr13	760497.75	760497.75	NA	wt_45	c,d	X
chr13	914357	916173.5	1817.5	wt_45	a,b	X
chr14	39815	40640	826	wt_45	d	C
chr14	51157	52821	1665	wt_45	a,b	X
chr14	216358.5	218312.5	1955	wt_45	b,d	X
chr14	256298	257599.25	1302.25	wt_45	b	C
chr14	424172.5	427834.5	3663	wt_45	b	C
chr14	440076.25	442310.5	2235.25	wt_45	c,a	X
chr14	497646	500022.5	2377.5	wt_45	c,d	X
chr14	633403.75	635569	2166.25	wt_45	d	C
chr14	705216.5	711188.5	5973	wt_45	c,d	X
chr14	743410.5	743410.5	NA	wt_45	b,d	X
chr15	80792	80792	NA	wt_45	b,c	X
chr15	159217.5	159598	381.5	wt_45	c,b	X
chr15	251515	253472	1958	wt_45	a,d	M
chr15	571814.5	571814.5	NA	wt_45	c,d	X
chr15	720512	722592.5	2081.5	wt_45	c	C
chr15	774593	774870.5	NA	wt_45	b,a	X
chr15	800757.5	803530.5	2774	wt_45	c,b	X
chr15	865945	867690	1746	wt_45	a	C
chr15	899574.5	899574.5	NA	wt_45	b,d	X
chr16	119681.5	121338.5	1658	wt_45	c	C
chr16	119681.5	123140	3459.5	wt_45	b	C
chr16	163824.5	163824.5	NA	wt_45	a,c	X
chr16	228319.5	228936	617.5	wt_45	c	C
chr16	296885	299315.5	2431.5	wt_45	c,d	X
chr16	457542.5	457542.5	NA	wt_45	a,b	X
chr16	465255	466880.5	1626.5	wt_45	d,c	X
chr16	654699	661106	6408	wt_45	b,a	X
chr16	785524	785524	NA	wt_45	c,d	X
chr16	838938.5	840616.5	1679	wt_45	c,d	X
chr16	887202.5	889480	2278.5	wt_45	b	C
chr01	34189	34189	NA	wt_46	c,d	X
chr01	66625.5	68239.5	1615	wt_46	c	C
chr01	116959.5	116959.5	NA	wt_46	b,c	X
chr01	159826.5	167435	7609.5	wt_46	b	CC
chr02	68994.5	70469.5	1476	wt_46	d	C
chr02	116903	118597	1695	wt_46	c	C
chr02	160918	163140	2223	wt_46	b,d	X
chr02	181533	182233	701	wt_46	a	C
chr02	240903.5	242937	2034.5	wt_46	d	C
chr02	250661	251342	682	wt_46	a,c	X
chr02	352081.5	353041.5	NA	wt_46	c,a	X
chr02	416010.5	423710	7700.5	wt_46	a	C
chr02	629912	633007.5	3096.5	wt_46	d,a	X
chr02	679510	683015.5	3506.5	wt_46	d	C
chr02	740337.5	740337.5	NA	wt_46	c,d	X
chr02	778095	779537	1443	wt_46	c,d	X
chr02	798895.5	799251.5	357	wt_46	c	C
chr03	28336.5	31840.5	3505	wt_46	d,a	X
chr03	58514	59399	886	wt_46	d	C
chr03	58514	62761	4248	wt_46	c,b	X
chr03	91129.5	93285.5	2157	wt_46	c	C
chr03	103159	103546	388	wt_46	b	C
chr03	153273.5	155998.5	2726	wt_46	d	C
chr03	227790.5	231012.5	3223	wt_46	a,c	X
chr04	46394.5	46714	320.5	wt_46	c,b	X
chr04	179063.5	179285	222.5	wt_46	a,d	X
chr04	242461.5	245363.5	2903	wt_46	b,c	M
chr04	258507	259798	1292	wt_46	a,c	X
chr04	410695	411982	1288	wt_46	a,c	X
chr04	551663	551791	129	wt_46	d,a	X
chr04	640766	641126	361	wt_46	c,d	X
chr04	698459.5	698459.5	NA	wt_46	b,d	X
chr04	727960.5	728651.5	692	wt_46	c	C
chr04	786023	786318	296	wt_46	c	C
chr04	893317.5	898071.5	4755	wt_46	a,c	M
chr04	1166493	1166493	NA	wt_46	b,d	X
chr04	1264804.5	1267412.5	2609	wt_46	b	C
chr04	1343407	1343709.5	303.5	wt_46	a,c	X
chr04	1494015.5	1495357	1342.5	wt_46	d	C
chr05	40465	42364	1900	wt_46	b	C
chr05	41616	42364	749	wt_46	c	C
chr05	68364.5	70137	1773.5	wt_46	b,c	M
chr05	105618	106260.5	643.5	wt_46	d	C
chr05	107081.5	108155	1074.5	wt_46	c	C
chr05	291156	292867.5	1712.5	wt_46	a,c	X
chr05	336795	341697.5	4903.5	wt_46	d,b	X
chr05	399420.5	402896	3476.5	wt_46	c	C
chr05	459899.5	462167.25	2268.75	wt_46	d	C
chr05	467860.5	468343.5	484	wt_46	b	C
chr06	30451.5	30894	443.5	wt_46	c,b	X
chr06	74682	74826	145	wt_46	d	C
chr06	74826	75787.5	962.5	wt_46	b,c	X
chr06	99426.5	99426.5	NA	wt_46	b,c	X
chr06	223701.5	223701.5	NA	wt_46	b,d	X
chr07	53982	53982	NA	wt_46	b,c	X
chr07	140175.5	142828.5	2654	wt_46	a	C
chr07	287875.5	287875.5	NA	wt_46	b,c	X
chr07	451611	452688.5	1078.5	wt_46	d,a	X
chr07	451611	453802.5	2192.5	wt_46	b	C
chr07	718761.5	718761.5	NA	wt_46	a,d	X
chr07	840353	843830.5	3478.5	wt_46	a,d	X
chr07	896288.5	896288.5	NA	wt_46	b,c	X
chr07	905125.5	906114.5	990	wt_46	c	C
chr07	948677.5	949709	1032.5	wt_46	a,b	X
chr07	992606	995018	2413	wt_46	d	C
chr08	70587	73598.5	3012.5	wt_46	a,d	X
chr08	97148	98862	1715	wt_46	b	C
chr08	137838	140038.5	2201.5	wt_46	c,b	X
chr08	148648.5	149101.75	454.25	wt_46	b,c	M
chr08	272663.5	278933.5	6271	wt_46	d	C
chr08	278469	278933.5	465.5	wt_46	b	C
chr08	422118.5	423599.75	1482.25	wt_46	a,d	X
chr08	436875.5	436978.5	104	wt_46	c	C
chr08	484417	486201	1785	wt_46	b	C
chr08	516989.5	523296	6307.5	wt_46	b,a	X
chr09	52582.5	54865.5	2284	wt_46	b	C
chr09	52635	53361	727	wt_46	d,a	X
chr09	158118.5	159924.5	1807	wt_46	c	C
chr09	158657	158657	NA	wt_46	b,d	X
chr09	319824.5	322981	3157.5	wt_46	a,c	X
chr09	377679.5	377711	NA	wt_46	b,d	X
chr09	420952	422821.5	1870.5	wt_46	a,c	X
chr10	36480	36480	NA	wt_46	a,b	X
chr10	82445.5	84121.5	1677	wt_46	b,a	M
chr10	107617	113244	5628	wt_46	d	C
chr10	232040	233861.5	1822.5	wt_46	d,b	M
chr10	293009	293348.5	340.5	wt_46	d,b	X
chr10	386910.5	388926	2016.5	wt_46	a	C
chr10	396032	396032	NA	wt_46	a,c	X
chr10	457944	464472.5	6529.5	wt_46	a,d	X
chr10	485315.5	486994.5	1680	wt_46	c	C
chr10	608671	608709.5	NA	wt_46	b,a	X
chr10	680914.5	684605.5	3692	wt_46	d,b	X
chr11	80148	81866	1719	wt_46	b,d	X
chr11	92999.5	93689	690.5	wt_46	d,b	X
chr11	100562.5	101122	560.5	wt_46	c	C
chr11	117320	118714.5	1395.5	wt_46	c	C
chr11	224049	224049	NA	wt_46	b,d	X
chr11	252873	258014	5142	wt_46	c,b	X
chr11	367260	370215.5	2956.5	wt_46	b,c	X
chr11	472112	472791	680	wt_46	a,d	X
chr11	533718.5	534397	679.5	wt_46	c	C
chr11	582875.5	584836	1961.5	wt_46	b,c	X
chr12	29287	35521	6235	wt_46	a,c	M
chr12	126432.5	130830.75	4399.25	wt_46	a	C
chr12	128867	132374.5	3508.5	wt_46	b,d	X
chr12	278057.5	280948.5	2892	wt_46	a,d	M
chr12	326403	329608.5	3206.5	wt_46	a	C
chr12	341131	342111.5	981.5	wt_46	a	C
chr12	416647	418135.5	1489.5	wt_46	c,d	X
chr12	447101	447739	639	wt_46	d,c	X
chr12	514077.5	515233.5	1157	wt_46	c	C
chr12	576277	576940	664	wt_46	b	C
chr12	613832	617292	3461	wt_46	b,a	X
chr12	699591	705413.5	5823.5	wt_46	b	CC
chr12	700502.5	703283	2781.5	wt_46	d	C
chr12	702396.5	702688.5	293	wt_46	c	C
chr12	839018.5	839976.75	959.25	wt_46	c	C
chr12	875213.5	875481.5	269	wt_46	d	C
chr13	24305	28318.75	4014.75	wt_46	d,c	X
chr13	81617	83290	1674	wt_46	c,d	X
chr13	168942.75	170299.5	1357.75	wt_46	c,a	X
chr13	299936.25	302906	2970.75	wt_46	b,d	X
chr13	299936.25	303527.5	3592.25	wt_46	c	C
chr13	346371.5	348795	2424.5	wt_46	a	C
chr13	396097.5	399594	3497.5	wt_46	d	C
chr13	488254.5	488254.5	NA	wt_46	b,d	X
chr13	635368.5	635450.5	83	wt_46	d,b	X
chr13	719974.5	721187.5	1214	wt_46	b	C
chr13	773076.5	775295.75	2220.25	wt_46	b	C
chr13	860018	860858.5	841.5	wt_46	d,b	X
chr13	861649	862970.5	1322.5	wt_46	c,a	X
chr13	915299	916173.5	875.5	wt_46	d	C
chr14	55912	55912	NA	wt_46	b,d	X
chr14	84766	91957.5	7192.5	wt_46	a,b	X
chr14	310559	310559	NA	wt_46	b,c	X
chr14	317552	317580.5	NA	wt_46	c,a	X
chr14	490090.5	491643.5	1554	wt_46	a	C
chr14	612650.5	613928	1278.5	wt_46	b,d	X
chr14	736827.5	737336	509.5	wt_46	d	C
chr14	753579.5	753579.5	NA	wt_46	a,c	X
chr15	169862	172439.5	2578.5	wt_46	c	C
chr15	169862	173998.5	4137.5	wt_46	a,b	X
chr15	210499.5	212302.5	1804	wt_46	a	C
chr15	302479.5	303530	1051.5	wt_46	c,a	X
chr15	450788.5	451271.5	484	wt_46	c,b	X
chr15	654453.5	654453.5	NA	wt_46	a,b	X
chr15	797226	797226	NA	wt_46	b,d	X
chr15	932176.5	932176.5	NA	wt_46	b,d	X
chr15	976620.5	978178	1558.5	wt_46	d,b	X
chr16	49985	50621.5	637.5	wt_46	a	C
chr16	49985	52971	2987	wt_46	b	C
chr16	131419	132652	1234	wt_46	c	C
chr16	191309	191309	NA	wt_46	a,c	X
chr16	281145.5	285582.5	4438	wt_46	c,b	X
chr16	356239.5	362664.5	6426	wt_46	d,c	X
chr16	371971.5	374804.5	2834	wt_46	d	C
chr16	408236	411388.5	3153.5	wt_46	a,c	X
chr16	526996	531572	4577	wt_46	a	C
chr16	693711	697810	4100	wt_46	c	C
chr16	761735.5	761735.5	NA	wt_46	b,c	X
chr16	887554.5	888703.5	1150	wt_46	c,d	X
chr01	50598	54056	3459	wt_47	a	C
chr01	67596.5	78511.5	10916	wt_47	d,c	M
chr01	123503	124275	773	wt_47	a,b	X
chr01	125954.5	130197.5	4244	wt_47	c,d	X
chr01	130197.5	130241.5	NA	wt_47	a,b	X
chr01	190377	191651	1275	wt_47	b,a	X
chr02	68536.5	70578.5	2043	wt_47	a	C
chr02	68994.5	69419.5	426	wt_47	c,d	X
chr02	163140	167715	4576	wt_47	a,b	M
chr02	294404.5	294404.5	NA	wt_47	a,d	X
chr02	409816.5	411931.5	2116	wt_47	b,c	X
chr02	540325.5	540325.5	NA	wt_47	b,c	X
chr02	633007.5	633007.5	NA	wt_47	b,c	X
chr02	701386	706500.5	5115.5	wt_47	c	C
chr02	772605.5	776182.5	3578	wt_47	c,d	X
chr03	52770.5	52770.5	NA	wt_47	b,c	X
chr03	58514	61656	3143	wt_47	d,a	X
chr03	211556	213384	1829	wt_47	a	C
chr03	263533	263959.5	427.5	wt_47	b,a	X
chr04	-Inf	5069.5	Inf	wt_47	c	C
chr04	6883	9527	2645	wt_47	d	C
chr04	153075.5	157672	4597.5	wt_47	c	C
chr04	154665.5	155033	368.5	wt_47	a	C
chr04	263652.5	264867.5	1216	wt_47	a,c	X
chr04	315904	315904	NA	wt_47	a,c	X
chr04	370233	370233	NA	wt_47	a,d	X
chr04	617561.5	618826.5	1266	wt_47	d,c	M
chr04	634690.5	635766	1076.5	wt_47	c	C
chr04	789781.5	791410	1629.5	wt_47	c	C
chr04	799149	808422	9274	wt_47	a,b	M
chr04	802830	808871	6042	wt_47	d	CC
chr04	836698	840046	3349	wt_47	d	C
chr04	954189	955130	942	wt_47	d	C
chr04	958026	958026	NA	wt_47	c,d	X
chr04	1052131.5	1058436	6305.5	wt_47	d,b	X
chr04	1269231	1270262	1032	wt_47	c,b	M
chr04	1417860.5	1422368	4508.5	wt_47	b,c	M
chr05	32721.5	34370	1649.5	wt_47	d	C
chr05	104130	108155	4026	wt_47	a,d	X
chr05	195012.5	195026	NA	wt_47	c,b	X
chr05	228813	230768.5	1956.5	wt_47	a,d	X
chr05	233947.5	235219	1272.5	wt_47	d	C
chr05	311495.5	312937.5	1443	wt_47	c,b	X
chr05	408185.5	409897.5	1713	wt_47	b,c	M
chr05	521778.5	528599	6821.5	wt_47	d	CC
chr05	524636	525942	1307	wt_47	c	C
chr06	71718.5	73779	2061.5	wt_47	c,b	M
chr06	164047	166093.5	2047.5	wt_47	a	C
chr06	223701.5	223701.5	NA	wt_47	a,d	X
chr07	73648.5	76384	2736.5	wt_47	d,b	X
chr07	75577	77516.5	1940.5	wt_47	c	C
chr07	292305	293686	1382	wt_47	d	C
chr07	369386.5	369386.5	NA	wt_47	a,c	X
chr07	398395	399852.5	1458.5	wt_47	a,c	X
chr07	423946	424184.5	NA	wt_47	c,d	X
chr07	465301	468096.5	2796.5	wt_47	c	C
chr07	585887.5	594929	9042.5	wt_47	c,b	X
chr07	649885.5	652024.5	2140	wt_47	a	C
chr07	701026.25	701026.25	NA	wt_47	b,d	X
chr07	701026.25	703704.75	2679.5	wt_47	a	C
chr07	846076.5	848046.5	1971	wt_47	c,d	X
chr07	982693	987063	4371	wt_47	a,d	M
chr08	25686	26561.5	876.5	wt_47	b,c	X
chr08	79603	80823.5	1221.5	wt_47	d,a	M
chr08	246028	246028	NA	wt_47	a,b	X
chr08	422118.5	423599.75	1482.25	wt_47	d,b	X
chr08	489417	491899	2483	wt_47	c,b	X
chr08	516989.5	518726.5	1738	wt_47	c,d	X
chr09	90243.75	91902	1659.25	wt_47	c	C
chr09	92682	93120.75	439.75	wt_47	b,d	X
chr09	251669.5	251669.5	NA	wt_47	b,d	X
chr09	309417	310347	931	wt_47	a,d	M
chr09	370504.75	371588	1084.25	wt_47	a	C
chr09	386377	390054	3678	wt_47	c	CC
chr09	386593.5	387750	1157.5	wt_47	b	C
chr10	81815.5	85945.5	4131	wt_47	d,c	M
chr10	97775	98891	1117	wt_47	a,d	X
chr10	161131.5	162480	1349.5	wt_47	b	C
chr10	189977.5	189977.5	NA	wt_47	b,d	X
chr10	395583.75	396032	449.25	wt_47	b,a	X
chr10	466039.5	466726	687.5	wt_47	c,b	X
chr10	598330	598899	570	wt_47	d,b	X
chr10	688870.5	688870.5	NA	wt_47	b,d	X
chr11	40052.5	41863	1811.5	wt_47	a,c	X
chr11	79460	80680	1221	wt_47	a	C
chr11	90721	95968	5248	wt_47	c,d	X
chr11	173076	175680.5	2605.5	wt_47	a	C
chr11	174157.5	180663	6506.5	wt_47	d	CC
chr11	380453.5	385463.5	5011	wt_47	b	C
chr11	462365.5	465237	2872.5	wt_47	a,b	X
chr11	504702.5	506330.75	1629.25	wt_47	d	C
chr11	512068.5	512624	556.5	wt_47	c,a	X
chr11	611965	615609	3645	wt_47	a,d	X
chr12	128530	132374.5	3845.5	wt_47	a,b	M
chr12	221106	221598.5	493.5	wt_47	b	C
chr12	256959.5	257580	621.5	wt_47	b,c	M
chr12	390744.5	390744.5	NA	wt_47	b,c	X
chr12	401599	402438.5	840.5	wt_47	b	C
chr12	498392	499908.5	1517.5	wt_47	d,a	X
chr12	533667.5	536106	2439.5	wt_47	c	C
chr12	674409	675667.5	1259.5	wt_47	c,b	X
chr12	837226	837226	NA	wt_47	b,c	X
chr12	875481.5	876416	935.5	wt_47	d,a	X
chr12	883633.5	885054	1421.5	wt_47	b,c	M
chr12	961661	963242.5	1582.5	wt_47	b,c	X
chr13	27027.5	27540.5	514	wt_47	d,b	X
chr13	130540.5	131394	854.5	wt_47	a	C
chr13	130540.5	131788.5	1249	wt_47	c	CC
chr13	241069.5	244702	3633.5	wt_47	d,c	M
chr13	256690	259931	3242	wt_47	b	C
chr13	337110	337957	848	wt_47	a,b	X
chr13	385767	390028	4262	wt_47	c	C
chr13	421620.5	424963.75	3344.25	wt_47	a,c	X
chr13	484640.5	484640.5	NA	wt_47	b,c	X
chr13	548367.5	549092	725.5	wt_47	d,c	X
chr13	623076	624081.5	1006.5	wt_47	b	C
chr13	694825	697366	2542	wt_47	a,c	X
chr13	819266	820521	1256	wt_47	b,c	X
chr14	46629	49900.5	3272.5	wt_47	c,b	M
chr14	114554.5	116403.5	1850	wt_47	d	C
chr14	195419	198665.5	3247.5	wt_47	c,d	X
chr14	305473.5	308541	3068.5	wt_47	a,c	M
chr14	426863	430539.5	3677.5	wt_47	a,d	X
chr14	640683.5	643561.5	2879	wt_47	a,b	X
chr14	684667	684667	NA	wt_47	b,d	X
chr14	739212	739212	NA	wt_47	b,d	X
chr15	68995	70608	1614	wt_47	d	C
chr15	185133	187856	2724	wt_47	c,a	M
chr15	217110	217209	NA	wt_47	a,c	X
chr15	246339.5	248143	1804.5	wt_47	a,b	M
chr15	314243	316859	2617	wt_47	b	C
chr15	441959	442852	894	wt_47	a,b	X
chr15	446198	447173	976	wt_47	a	C
chr15	510135	512647	2513	wt_47	b	C
chr15	647710	651175	3466	wt_47	b,a	X
chr15	667436.5	671839.5	4404	wt_47	b,a	M
chr15	832689	832689	NA	wt_47	b,d	X
chr15	1047451	1048861.5	1411.5	wt_47	a,c	X
chr16	51984	54367	2384	wt_47	c	C
chr16	131419	131419	NA	wt_47	a,c	X
chr16	300600	300954.5	355.5	wt_47	d,a	X
chr16	474861.5	476421	1560.5	wt_47	b,a	X
chr16	519615.5	519615.5	NA	wt_47	c,d	X
chr16	612900	612966	NA	wt_47	c,b	X
chr16	749364.5	749364.5	NA	wt_47	b,d	X
chr16	838938.5	843123.5	4186	wt_47	a,b	M
chr16	921887	923101.25	1215.25	wt_47	d	C
chr01	66625.5	68239.5	1615	wt_48	a,d	M
chr01	194283.5	194283.5	NA	wt_48	b,d	X
chr02	48213	49490	1278	wt_48	a	C
chr02	201450	204015	2566	wt_48	d,b	X
chr02	304885	305357	NA	wt_48	a,d	X
chr02	464905.5	469003	4098.5	wt_48	c	C
chr02	538514	540343.5	1830.5	wt_48	b,a	X
chr02	634763.5	634763.5	NA	wt_48	a,c	X
chr02	650685.5	654913.25	4228.75	wt_48	b,c	M
chr02	702394	702816	423	wt_48	c,d	X
chr03	45219.5	45219.5	NA	wt_48	a,d	X
chr03	58514	62761	4248	wt_48	d,a	X
chr03	136904.5	139578	2674.5	wt_48	c	C
chr03	210284	213384	3101	wt_48	b	C
chr03	240057	244384	4328	wt_48	b,c	X
chr04	19732.5	22801	3069.5	wt_48	a	C
chr04	19915.5	21850	1935.5	wt_48	b	C
chr04	173174	175154	1981	wt_48	a,c	X
chr04	226674.5	229612.75	2939.25	wt_48	b,c	X
chr04	305026	306625.5	1600.5	wt_48	a	C
chr04	357420	357567.5	NA	wt_48	a,d	X
chr04	504128	504666.5	539.5	wt_48	c,a	X
chr04	633264.5	637831.5	4568	wt_48	b	C
chr04	789125.5	792016.5	2892	wt_48	b,d	X
chr04	994173	995140	968	wt_48	a,d	X
chr04	1127298	1127298	NA	wt_48	c,d	X
chr04	1241295.5	1244292.5	2998	wt_48	a	C
chr04	1287475.5	1292870	5395.5	wt_48	a,c	X
chr04	1331592.5	1336010	4418.5	wt_48	a,c	X
chr04	1475059	1478446	3388	wt_48	b,a	X
chr04	1484339.5	1490413.5	6075	wt_48	c,b	X
chr04	1496397	1499121.5	2725.5	wt_48	d	C
chr05	-Inf	9244	Inf	wt_48	b	C
chr05	79072	79815	744	wt_48	a,d	X
chr05	157407	158088	682	wt_48	c,b	X
chr05	174353.25	179096.5	4744.25	wt_48	a,d	X
chr05	340531.5	343230	2699.5	wt_48	b,d	M
chr05	409897.5	412110	2213.5	wt_48	a	C
chr05	462167.25	462880.5	714.25	wt_48	c,a	X
chr05	469932	474029	4098	wt_48	a,c	M
chr06	72519.5	77171.5	4653	wt_48	a	C
chr06	112523.5	115759.5	3237	wt_48	c,a	X
chr06	199398	200183.5	786.5	wt_48	b	C
chr07	90529.5	91779.5	1251	wt_48	b,d	X
chr07	155245	161330	6086	wt_48	c	C
chr07	253882	256045.5	2164.5	wt_48	a	C
chr07	274182.5	278045	3863.5	wt_48	d,a	X
chr07	391034.5	393223	2189.5	wt_48	a,b	M
chr07	453802.5	455324	1522.5	wt_48	a,c	X
chr07	576088.5	576088.5	NA	wt_48	b,d	X
chr07	698072.5	701026.25	2954.75	wt_48	c	C
chr07	718761.5	718761.5	NA	wt_48	b,d	X
chr07	826269.5	831530	5261.5	wt_48	d,a	X
chr07	855295.5	857467.5	2173	wt_48	b,c	X
chr08	141780.5	144097.25	2317.75	wt_48	d,b	X
chr08	153611.5	153611.5	NA	wt_48	a,b	X
chr08	186757	188991	2235	wt_48	c,b	X
chr08	334675	336780.5	2106.5	wt_48	c,a	X
chr08	379699	382092	2394	wt_48	a,c	X
chr08	461846	461846	NA	wt_48	b,d	X
chr08	516989.5	518291.5	1303	wt_48	c,a	X
chr09	128986	133127	4142	wt_48	c,b	X
chr09	162710.5	167878	5168.5	wt_48	d,a	M
chr09	297638	301760.75	4123.75	wt_48	c,b	X
chr09	422414	424585	2172	wt_48	a	C
chr10	178624	178624	NA	wt_48	b,d	X
chr10	288914	292727	3814	wt_48	a,d	X
chr10	372360.5	372360.5	NA	wt_48	b,c	X
chr10	391670	395368.5	3699.5	wt_48	b	C
chr10	394816.5	395006	190.5	wt_48	a	C
chr10	459317.5	464786	5469.5	wt_48	d	C
chr10	522983.5	526230.5	3248	wt_48	a,d	M
chr10	680914.5	688870.5	7957	wt_48	b,a	X
chr11	16833	20744	3912	wt_48	d	C
chr11	145101.5	147359	2258.5	wt_48	a,d	X
chr11	239551.5	239551.5	NA	wt_48	a,b	X
chr11	380379.5	382029.5	1651	wt_48	c,a	X
chr11	524802	526562.5	1761.5	wt_48	c,a	X
chr11	577772.5	579437	1665.5	wt_48	c,d	X
chr12	106041.5	112133	6092.5	wt_48	c	C
chr12	110338.5	111065	727.5	wt_48	a	C
chr12	231752	238567.5	6816.5	wt_48	b	C
chr12	258093.5	261523.5	3431	wt_48	d,b	X
chr12	375165	383302.5	8138.5	wt_48	b,a	X
chr12	426952.5	426952.5	NA	wt_48	b,c	X
chr12	511277	512604	1328	wt_48	b,c	X
chr12	566333.25	571669	5336.75	wt_48	b,c	X
chr12	600880	604067	3188	wt_48	b,c	X
chr12	604067	604526	460	wt_48	d	C
chr12	789442	790349	908	wt_48	c	C
chr12	866590	866590	NA	wt_48	b,c	X
chr12	899629.5	899887.5	259	wt_48	c	C
chr12	1010349	1012641	2293	wt_48	b,c	M
chr13	10568	13675	3108	wt_48	a,d	M
chr13	70493.5	74570	4077.5	wt_48	a,d	X
chr13	73857	74875	1019	wt_48	b	C
chr13	305759.75	306405.5	646.75	wt_48	a	C
chr13	387299.5	389640.5	2342	wt_48	b,c	X
chr13	493503.5	495571.5	2069	wt_48	a,b	X
chr13	591623	593086	1464	wt_48	d,c	X
chr13	689649.5	690407	758.5	wt_48	d	C
chr13	759379.75	760497.75	1119	wt_48	a	C
chr13	902554.5	905223.5	2670	wt_48	d	C
chr14	32707	35886.5	3180.5	wt_48	d	C
chr14	59111	60749	1639	wt_48	c,a	X
chr14	136682	137549.5	868.5	wt_48	c	C
chr14	216358.5	217220.5	863	wt_48	d,b	X
chr14	333478	336238.5	2761.5	wt_48	a	C
chr14	415813.75	416942	1129.25	wt_48	c,d	X
chr14	487398	489428	2031	wt_48	c	C
chr14	515679.75	518882.5	3203.75	wt_48	b,c	X
chr14	641194	642983.5	1790.5	wt_48	d	C
